BegTime,BegDate,ListDist,listeTime,ListPitch,ListYaw,ListRoll,EndTime,DateEnd
15:03:43.215822,2021-06-02,"[62, 67, 67, 65, 65, 62, 61, 60, 60, 55, 62, 65, 64, 61, 63, 65, 66, 64, 62]","[datetime.time(15, 3, 49, 174455), datetime.time(15, 3, 50, 210822), datetime.time(15, 3, 50, 866528), datetime.time(15, 3, 51, 605223), datetime.time(15, 3, 52, 347105), datetime.time(15, 3, 53, 11880), datetime.time(15, 3, 53, 676787), datetime.time(15, 3, 54, 335538), datetime.time(15, 3, 54, 994085), datetime.time(15, 3, 55, 665999), datetime.time(15, 3, 56, 317406)]","[158, 169, 166, 163, 162, 168, 164, 165, 164, 166, 166]","[1, -7, -5, 0, -6, -13, -20, -9, 1, 13, 14]","[-8, -3, -4, -5, -3, -2, 0, -2, -4, -7, -8]",2021-06-02,15:03:56.848152
15:04:20.767353,2021-06-02,"[65, 67, 67, 69, 64, 67, 68, 64, 63, 67, 60, 60, 197, 57, 61, 62, 65, 63, 58, 57, 56, 60, 60, 55, 57, 49, 46, 51, 184, 184]","[datetime.time(15, 4, 27, 730790), datetime.time(15, 4, 28, 488277), datetime.time(15, 4, 29, 244450), datetime.time(15, 4, 30, 2074), datetime.time(15, 4, 30, 750546), datetime.time(15, 4, 33, 713006), datetime.time(15, 4, 34, 160718), datetime.time(15, 4, 36, 903220), datetime.time(15, 4, 37, 349316), datetime.time(15, 4, 37, 796279), datetime.time(15, 4, 39, 36464), datetime.time(15, 4, 40, 715481), datetime.time(15, 4, 41, 161546), datetime.time(15, 4, 41, 611411), datetime.time(15, 4, 42, 58734), datetime.time(15, 4, 42, 506784), datetime.time(15, 4, 42, 953788), datetime.time(15, 4, 43, 400097), datetime.time(15, 4, 44, 137063), datetime.time(15, 4, 44, 584400), datetime.time(15, 4, 45, 32294), datetime.time(15, 4, 45, 480461), datetime.time(15, 4, 45, 929656), datetime.time(15, 4, 46, 524792), datetime.time(15, 4, 46, 973615), datetime.time(15, 4, 47, 874120), datetime.time(15, 4, 48, 629896), datetime.time(15, 4, 58, 43625), datetime.time(15, 4, 58, 492535), datetime.time(15, 4, 59, 397508), datetime.time(15, 5, 1, 26233)]","[165, 165, 167, -178, 171, -171, -172, -172, -171, -176, -173, -174, -170, -175, -175, -174, -172, -175, -172, -169, -168, -173, -170, -178, 179, 177, 174, -168, -177, 173, 178]","[-11, -11, -16, -9, -5, -1, -4, -19, -17, -32, -16, -17, -17, -21, -18, -19, -16, -18, -18, -18, -18, -16, -19, -10, 21, 15, 10, 12, -17, 3, 4]","[3, 4, 6, 3, 2, 36, 35, 34, 37, -142, 34, 33, 34, 33, 33, 33, 32, 32, 31, 31, 30, 35, 35, 29, 23, -2, -5, -158, 25, 7, -4]",2021-06-02,15:05:03.213515
16:15:11.824521,2021-06-02,"[50, 60, 51, 51, 50, 51, 52, 53, 52, 46, 43, 44, 46]","[datetime.time(16, 15, 19, 306861), datetime.time(16, 15, 20, 59196), datetime.time(16, 15, 20, 816522), datetime.time(16, 15, 21, 578895), datetime.time(16, 15, 22, 333678)]","[168, 170, 171, 172, 171]","[3, 4, 8, 8, 6]","[1, 0, 0, 1, 2]",2021-06-02,16:15:22.961822
16:16:39.196872,2021-06-02,"[51, 46, 49, 47, 51, 49, 51, 51, 47, 45, 45, 42, 44, 42, 43, 48, 60]","[datetime.time(16, 16, 47, 379405), datetime.time(16, 16, 48, 135720), datetime.time(16, 16, 50, 19339), datetime.time(16, 16, 50, 776992)]","[169, 170, 163, 159]","[4, 6, 8, 0]","[-2, -2, -3, 4]",2021-06-02,16:16:51.400966
16:16:57.995474,2021-06-02,"[49, 48, 48, 54]","[datetime.time(16, 17, 2, 306006), datetime.time(16, 17, 3, 96511), datetime.time(16, 17, 3, 850736), datetime.time(16, 17, 4, 609869), datetime.time(16, 17, 5, 64147)]","[167, 168, 171, 172, 166]","[5, 8, 3, 5, 3]","[4, 4, 5, 4, 4]",2021-06-02,16:17:05.690840
16:17:09.666279,2021-06-02,"[49, 50, 51, 51, 53, 51, 49, 47, 49, 49, 48, 46, 47, 50, 50, 49, 51, 51, 51, 50, 50, 49, 48, 49, 52, 51, 51, 51, 47, 51, 52, 64, 58, 56, 62, 61, 58, 61, 56]","[datetime.time(16, 17, 21, 982949), datetime.time(16, 17, 22, 741136), datetime.time(16, 17, 23, 495160), datetime.time(16, 17, 26, 135834), datetime.time(16, 17, 26, 890516), datetime.time(16, 17, 27, 643996), datetime.time(16, 17, 28, 399173), datetime.time(16, 17, 29, 151294), datetime.time(16, 17, 31, 409850)]","[170, 169, 169, 169, 169, 166, 166, 168, 168]","[0, -1, 0, -3, -1, -2, 0, 0, 0]","[0, 1, 0, 0, 2, 1, 0, 0, 0]",2021-06-02,16:17:32.035139
16:18:40.379077,2021-06-02,"[58, 56, 55, 53, 56, 54, 53, 55, 52, 56, 56, 59, 70, 63, 60, 61, 61, 58, 55, 56, 59, 59, 55, 56, 62, 59, 57, 61, 61, 58, 60, 54, 51, 52]","[datetime.time(16, 18, 48, 506975), datetime.time(16, 18, 49, 640356), datetime.time(16, 18, 50, 393547), datetime.time(16, 18, 51, 147780), datetime.time(16, 18, 51, 905809), datetime.time(16, 18, 52, 662390), datetime.time(16, 18, 53, 415373), datetime.time(16, 18, 54, 166755), datetime.time(16, 18, 54, 921488), datetime.time(16, 18, 55, 675860), datetime.time(16, 18, 56, 429406), datetime.time(16, 18, 57, 180763), datetime.time(16, 18, 57, 934329), datetime.time(16, 18, 58, 694989), datetime.time(16, 18, 59, 448482), datetime.time(16, 19, 0, 200973), datetime.time(16, 19, 0, 956841), datetime.time(16, 19, 1, 708604), datetime.time(16, 19, 2, 460820), datetime.time(16, 19, 3, 594909), datetime.time(16, 19, 4, 724296)]","[170, 165, 164, 164, 166, 165, 166, 166, 166, 169, 166, 166, 167, 168, 168, 168, 168, 167, 168, 167, 167]","[-23, -23, -14, -9, 1, 0, -4, -3, 0, -2, -1, -3, -1, -1, -2, 0, 0, -2, -2, 15, 10]","[3, 3, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -1]",2021-06-02,16:19:05.351763
16:21:09.082035,2021-06-02,"[46, 52, 49, 49, 51, 52, 52, 51, 53, 50, 52, 50, 54, 53, 51, 48, 50, 51, 51, 50, 53]","[datetime.time(16, 21, 13, 394594), datetime.time(16, 21, 16, 94927), datetime.time(16, 21, 16, 854763), datetime.time(16, 21, 19, 877543), datetime.time(16, 21, 20, 631499)]","[173, 168, 169, 169, 170]","[10, 10, 3, 0, 12]","[0, -2, -1, 0, -2]",2021-06-02,16:21:23.140643
16:21:35.043165,2021-06-02,"[44, 51, 52, 52, 51, 50, 52, 51, 52, 51, 55, 53, 52, 53]","[datetime.time(16, 21, 39, 802834), datetime.time(16, 21, 40, 940614), datetime.time(16, 21, 41, 695337), datetime.time(16, 21, 45, 473177)]","[166, 167, 170, 166]","[0, 0, -2, 12]","[0, 0, 0, -3]",2021-06-02,16:21:46.101084
16:22:26.425070,2021-06-02,"[53, 51, 51, 51, 49, 48, 51, 52, 51, 48, 52, 50, 51, 51, 52, 54, 51, 52, 52, 54, 53, 50, 52, 55, 53, 54, 53, 55, 55, 52]","[datetime.time(16, 22, 30, 916245), datetime.time(16, 22, 31, 677197), datetime.time(16, 22, 32, 805101), datetime.time(16, 22, 33, 563226), datetime.time(16, 22, 39, 978052), datetime.time(16, 22, 40, 737111), datetime.time(16, 22, 41, 490747), datetime.time(16, 22, 42, 242435), datetime.time(16, 22, 44, 887956)]","[164, 166, 173, 172, 168, 167, 166, 168, 166]","[1, 5, 10, 8, -2, 0, 0, 0, 13]","[2, 1, 0, 0, 2, 0, 2, 1, -4]",2021-06-02,16:22:45.518251
16:23:17.922574,2021-06-02,"[57, 55, 57, 59, 54, 55, 54, 52]","[datetime.time(16, 23, 22, 244034), datetime.time(16, 23, 24, 548610), datetime.time(16, 23, 25, 307814), datetime.time(16, 23, 26, 71363)]","[163, 165, 165, 165]","[6, 0, 2, 9]","[-4, 1, 1, 1]",2021-06-02,16:23:26.696422
16:23:36.516841,2021-06-02,"[54, 54, 53, 54, 55, 51, 51, 51, 53, 52, 52, 52]","[datetime.time(16, 23, 41, 380922), datetime.time(16, 23, 42, 136552), datetime.time(16, 23, 42, 891384), datetime.time(16, 23, 43, 648089), datetime.time(16, 23, 44, 777472), datetime.time(16, 23, 45, 532392), datetime.time(16, 23, 46, 289971), datetime.time(16, 23, 47, 48363), datetime.time(16, 23, 47, 801610)]","[167, 166, 168, 168, 167, 168, 165, 165, 164]","[-14, -11, -13, 16, 14, 12, 11, 2, 3]","[7, 6, 7, 0, 0, 1, 1, 4, 3]",2021-06-02,16:23:48.875115
16:23:52.992170,2021-06-02,"[54, 54, 53, 52, 56, 54, 56, 56, 56, 56, 54, 52]","[datetime.time(16, 23, 57, 426738), datetime.time(16, 23, 58, 180855), datetime.time(16, 23, 58, 941405), datetime.time(16, 23, 59, 698867)]","[164, 165, 165, 168]","[12, 13, 12, 9]","[0, -1, -2, -1]",2021-06-02,16:24:03.340263
16:24:09.352126,2021-06-02,"[54, 52, 54, 52, 55, 55, 54, 60]","[datetime.time(16, 24, 13, 768212), datetime.time(16, 24, 14, 523145), datetime.time(16, 24, 15, 661120), datetime.time(16, 24, 16, 419571), datetime.time(16, 24, 17, 628417), datetime.time(16, 24, 18, 383433)]","[172, 170, 170, 170, 168, 169]","[6, 7, 11, 7, 8, 15]","[0, -2, -2, -1, 0, -2]",2021-06-02,16:24:19.008052
16:24:28.342316,2021-06-02,"[51, 52, 51, 52, 53, 51, 50]","[datetime.time(16, 24, 32, 633979), datetime.time(16, 24, 33, 794477), datetime.time(16, 24, 34, 923824), datetime.time(16, 24, 35, 678271), datetime.time(16, 24, 36, 440462)]","[165, 168, 172, 172, 173]","[-7, 4, 13, 10, 14]","[3, 0, 0, 0, 0]",2021-06-02,16:24:37.066060
16:35:45.304410,2021-06-02,"[33, 33, 33, 33, 32, 33, 34, 33, 34, 36, 36, 33, 34, 36, 33, 38, 36, 36, 35, 35, 32, 33, 33, 33, 35]","[datetime.time(16, 35, 54, 573608), datetime.time(16, 35, 55, 407829), datetime.time(16, 35, 55, 751955), datetime.time(16, 35, 56, 91761), datetime.time(16, 35, 56, 440600), datetime.time(16, 35, 57, 603826), datetime.time(16, 35, 57, 944121), datetime.time(16, 35, 58, 292474), datetime.time(16, 35, 58, 639275), datetime.time(16, 35, 58, 980080)]","[163, 163, 164, 164, 164, 165, 163, 163, 164, 164]","[2, -2, 1, 0, 1, 10, 12, 12, 8, 8]","[0, 1, 1, 2, 0, -5, -5, -5, -4, -3]",2021-06-02,16:35:59.019373
09:24:49.199070,2021-06-04,"[55, 53, 54, 55, 61, 58, 62, 60, 58, 55, 57, 55, 63, 58, 56, 58, 57]","[datetime.time(9, 24, 53, 513163), datetime.time(9, 24, 54, 325550), datetime.time(9, 24, 55, 72893), datetime.time(9, 24, 55, 823933), datetime.time(9, 24, 56, 603024), datetime.time(9, 24, 57, 355870), datetime.time(9, 24, 58, 108888), datetime.time(9, 24, 58, 862771), datetime.time(9, 24, 59, 615033), datetime.time(9, 25, 0, 369021), datetime.time(9, 25, 1, 120686), datetime.time(9, 25, 1, 873017), datetime.time(9, 25, 2, 624546), datetime.time(9, 25, 3, 376000), datetime.time(9, 25, 4, 128064), datetime.time(9, 25, 4, 881213), datetime.time(9, 25, 5, 639872)]","[161, 160, 161, 162, 158, 170, 166, 167, 168, 171, 169, 169, 169, 170, 170, 171, 168]","[8, 6, 3, 9, 0, -1, 8, 4, 5, 12, 6, 10, 8, 5, 12, 13, 6]","[0, 2, 3, 2, 4, 5, 2, 3, 3, 2, 2, 1, 2, 2, 1, 1, 1]",2021-06-04,09:25:07.332044
09:32:02.508399,2021-06-04,"[56, 52, 57, 54, 55, 56, 64, 66, 56, 59, 55, 59, 62, 63, 60, 56, 193, 62, 62, 62, 56, 67, 61, 61, 65, 65, 66, 55, 61, 63]","[datetime.time(9, 32, 6, 833765), datetime.time(9, 32, 7, 617664), datetime.time(9, 32, 8, 366799), datetime.time(9, 32, 9, 117465), datetime.time(9, 32, 10, 314136), datetime.time(9, 32, 21, 160045), datetime.time(9, 32, 21, 913135), datetime.time(9, 32, 22, 664066), datetime.time(9, 32, 23, 412124), datetime.time(9, 32, 24, 159532), datetime.time(9, 32, 24, 912705), datetime.time(9, 32, 26, 406132), datetime.time(9, 32, 40, 870338), datetime.time(9, 32, 44, 821792), datetime.time(9, 32, 46, 15686)]","[160, 161, 160, 160, 161, 172, 170, 166, 169, 167, 168, 169, 169, 168, 165]","[10, 12, 9, 11, 11, 13, 15, 10, 12, 12, 7, 11, 9, 8, 9]","[0, 0, 1, 1, 1, 0, -2, -1, -1, 0, 0, 0, 1, 4, 2]",2021-06-04,09:32:46.337333
09:33:12.724726,2021-06-04,"[193, 62, 60, 54, 55, 60, 56, 57, 223, 193]","[datetime.time(9, 33, 20, 31762), datetime.time(9, 33, 20, 783621), datetime.time(9, 33, 21, 533165), datetime.time(9, 33, 22, 280434), datetime.time(9, 33, 23, 30055), datetime.time(9, 33, 23, 777412), datetime.time(9, 33, 24, 525708), datetime.time(9, 33, 30, 860287), datetime.time(9, 33, 31, 611201), datetime.time(9, 33, 52, 110844)]","[169, 165, 166, 166, 167, 165, 167, 168, 175, 170]","[13, 6, 8, 13, 9, 10, 8, 27, 22, 14]","[0, 0, 0, -1, 0, 0, 0, -2, 2, -3]",2021-06-04,09:33:52.433233
09:35:50.674660,2021-06-04,"[64, 63, 63, 63, 47, 46, 49, 47, 132]","[datetime.time(9, 35, 58, 884353), datetime.time(9, 35, 59, 332923), datetime.time(9, 35, 59, 780751), datetime.time(9, 36, 0, 229107), datetime.time(9, 36, 0, 678808), datetime.time(9, 36, 1, 126980), datetime.time(9, 36, 1, 573341), datetime.time(9, 36, 2, 24330), datetime.time(9, 36, 2, 470298), datetime.time(9, 36, 3, 218348), datetime.time(9, 36, 8, 994151), datetime.time(9, 36, 9, 745423), datetime.time(9, 36, 10, 495747), datetime.time(9, 36, 11, 253044), datetime.time(9, 36, 12, 16221), datetime.time(9, 36, 12, 478836), datetime.time(9, 36, 13, 231960), datetime.time(9, 36, 31, 349470), datetime.time(9, 36, 31, 799461)]","[171, 170, 169, 171, 169, 170, 170, 170, 169, 171, 170, 170, 166, 167, 169, 167, 169, -157, -158]","[11, 13, 16, 17, 13, 17, 14, 15, 17, 13, 12, 13, 14, 11, 14, 11, 14, 0, -3]","[0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -2, 0, -1, -1, -1, -170, -172]",2021-06-04,09:36:35.972985
09:37:35.653348,2021-06-04,"[53, 71, 51, 52, 53, 53, 53, 53, 54, 52, 53, 56, 53]","[datetime.time(9, 37, 43, 416959), datetime.time(9, 37, 44, 168202), datetime.time(9, 37, 44, 917012), datetime.time(9, 37, 45, 666506), datetime.time(9, 37, 46, 415302), datetime.time(9, 37, 47, 168417), datetime.time(9, 37, 47, 924600), datetime.time(9, 37, 48, 672617), datetime.time(9, 37, 49, 421109), datetime.time(9, 37, 50, 179525), datetime.time(9, 37, 50, 933019)]","[163, 163, 164, 164, 164, 164, 163, 163, 163, 164, 164]","[12, 15, 14, 18, 17, 18, 16, 16, 13, 15, 16]","[-3, -3, -3, -3, -2, -3, -3, -2, -1, -2, -2]",2021-06-04,09:37:51.255383
09:40:03.904001,2021-06-04,"[55, 57, 57, 56, 58, 211, 171]","[datetime.time(9, 40, 9, 930799), datetime.time(9, 40, 50, 328681)]","[167, 165]","[5, 16]","[0, -5]",2021-06-04,09:40:50.652100
09:46:23.295090,2021-06-04,"[57, 58, 60, 53, 52]","[datetime.time(9, 46, 27, 623191), datetime.time(9, 46, 28, 120311), datetime.time(9, 46, 28, 571939), datetime.time(9, 46, 29, 21723), datetime.time(9, 46, 29, 474918), datetime.time(9, 46, 34, 157920), datetime.time(9, 46, 34, 604233), datetime.time(9, 46, 35, 54974), datetime.time(9, 46, 35, 806533), datetime.time(9, 46, 36, 556575), datetime.time(9, 46, 37, 307285), datetime.time(9, 46, 38, 935010), datetime.time(9, 46, 39, 384424)]","[168, -166, 167, -165, 168, 163, 162, 158, 159, 158, 157, 172, 173]","[-3, 22, -4, 22, -3, -7, 0, 4, 2, 1, 4, 12, 12]","[4, -170, 4, -170, 4, 6, 4, 3, 4, 4, 3, 2, 3]",2021-06-04,09:46:39.708888
10:45:17.719151,2021-06-04,"[52, 51, 48, 48, 55, 50, 54, 56, 53, 46, 48, 48, 52, 59, 56, 53, 109, 109, 49, 44, 48, 48, 46, 51, 50, 46, 49, 49]","[datetime.time(10, 45, 22, 497076), datetime.time(10, 45, 22, 960410), datetime.time(10, 45, 23, 415492), datetime.time(10, 45, 24, 173538), datetime.time(10, 45, 24, 626515), datetime.time(10, 45, 25, 76967), datetime.time(10, 45, 25, 838207), datetime.time(10, 45, 26, 593834), datetime.time(10, 45, 27, 50019), datetime.time(10, 45, 27, 505091), datetime.time(10, 45, 28, 260935), datetime.time(10, 45, 29, 15657), datetime.time(10, 45, 29, 770440), datetime.time(10, 45, 30, 525091), datetime.time(10, 45, 31, 280589), datetime.time(10, 45, 32, 37710), datetime.time(10, 45, 33, 386674), datetime.time(10, 45, 33, 845054), datetime.time(10, 45, 34, 301196), datetime.time(10, 45, 35, 57544), datetime.time(10, 45, 40, 711953), datetime.time(10, 45, 41, 465392), datetime.time(10, 45, 42, 223547), datetime.time(10, 45, 42, 980418), datetime.time(10, 45, 44, 41460), datetime.time(10, 45, 44, 496943), datetime.time(10, 45, 45, 252479), datetime.time(10, 45, 46, 3615), datetime.time(10, 45, 46, 759012), datetime.time(10, 45, 47, 517415), datetime.time(10, 45, 48, 274738), datetime.time(10, 45, 49, 29998), datetime.time(10, 45, 49, 784599), datetime.time(10, 45, 50, 539941), datetime.time(10, 45, 51, 307433)]","[165, 167, 167, 167, 168, 166, 168, 168, 166, 167, 167, 167, 168, 167, 167, 165, 166, 165, 168, 167, 169, 167, 175, 174, 174, 172, 170, 167, 167, 167, 166, 170, 173, 174, 175]","[11, 14, 15, 12, 10, 10, 9, 12, -5, -11, -13, -8, -11, -14, -11, 1, 0, 2, -3, 2, 21, 7, 9, 10, 11, 6, 8, 4, 4, 4, 5, 2, 4, 4, 6]","[0, -1, -1, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 5, 4, -7, -6, -6, -1, -4, -4, -2, -1, -2, -2, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",2021-06-04,10:45:51.932811
10:47:31.462319,2021-06-04,"[57, 48, 44, 49, 48, 50, 47]","[datetime.time(10, 47, 35, 772324), datetime.time(10, 47, 36, 583869), datetime.time(10, 47, 37, 722590), datetime.time(10, 47, 38, 482262), datetime.time(10, 47, 39, 238370), datetime.time(10, 47, 39, 990889), datetime.time(10, 47, 40, 748320)]","[164, 168, 170, 170, 170, 171, 171]","[-17, 18, 18, 21, 15, 17, 0]","[7, -5, -6, -5, -4, -1, 2]",2021-06-04,10:47:41.072244
11:15:56.149431,2021-06-04,"[60, 58, 59, 52, 50, 56, 50, 53, 49, 50, 53, 54, 56, 53, 54, 55, 54, 54, 52, 54, 51, 52, 50, 49, 54, 56, 53, 50, 49, 53, 52, 52, 48, 50]","[datetime.time(11, 16, 1, 578794), datetime.time(11, 16, 2, 30776), datetime.time(11, 16, 2, 485634), datetime.time(11, 16, 3, 243597), datetime.time(11, 16, 3, 995961), datetime.time(11, 16, 4, 755867), datetime.time(11, 16, 5, 511057), datetime.time(11, 16, 6, 266514), datetime.time(11, 16, 7, 25973), datetime.time(11, 16, 7, 782267), datetime.time(11, 16, 8, 533955), datetime.time(11, 16, 9, 283428), datetime.time(11, 16, 10, 34474), datetime.time(11, 16, 10, 801183), datetime.time(11, 16, 11, 560068), datetime.time(11, 16, 12, 314374), datetime.time(11, 16, 13, 65685), datetime.time(11, 16, 13, 831052), datetime.time(11, 16, 14, 584023), datetime.time(11, 16, 15, 337168), datetime.time(11, 16, 16, 90435), datetime.time(11, 16, 16, 843630), datetime.time(11, 16, 17, 594518), datetime.time(11, 16, 18, 347151), datetime.time(11, 16, 19, 109299), datetime.time(11, 16, 19, 863453), datetime.time(11, 16, 20, 615169), datetime.time(11, 16, 21, 362547), datetime.time(11, 16, 22, 114449), datetime.time(11, 16, 22, 880572), datetime.time(11, 16, 23, 633267), datetime.time(11, 16, 24, 386471), datetime.time(11, 16, 26, 564279)]","[-175, 158, 156, 167, 166, 168, 170, 168, 168, 168, 166, 165, 166, 163, 163, 163, 163, 162, 161, 161, 165, 166, 167, 168, 168, 170, 171, 172, 171, 173, 177, 176, -179]","[-16, -2, -1, 2, 6, 12, 14, 11, 5, 2, 2, 5, 1, 1, 0, 1, 2, 2, 1, 2, 4, 4, 5, 1, 5, 0, 1, 0, 3, 4, 10, 6, 12]","[174, -1, 2, 1, -1, -1, -2, -1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2021-06-04,11:16:27.189013
11:38:21.213416,2021-06-04,"[56, 56, 52]","[datetime.time(11, 38, 25, 516581), datetime.time(11, 38, 26, 17410), datetime.time(11, 38, 26, 772781), datetime.time(11, 38, 27, 530260)]","[172, 171, 171, 171]","[17, 16, 20, 19]","[-2, 0, 0, 0]",2021-06-04,11:38:28.153639
12:11:52.114119,2021-06-04,"[55, 56, 60, 57, 54, 49, 51, 46, 46]","[datetime.time(12, 11, 56, 463893), datetime.time(12, 11, 57, 736358), datetime.time(12, 11, 58, 186311), datetime.time(12, 11, 58, 939353), datetime.time(12, 11, 59, 690070), datetime.time(12, 12, 0, 448097), datetime.time(12, 12, 1, 585211), datetime.time(12, 12, 2, 346672)]","[163, 168, 166, 165, 166, 168, 167, 166]","[14, 10, 4, 6, 10, 12, -16, -14]","[0, 1, 4, 0, 0, 0, 5, 4]",2021-06-04,12:12:02.972994
14:36:03.947226,2021-06-04,"[70, 67]","[datetime.time(14, 36, 8, 281557), datetime.time(14, 36, 8, 770859), datetime.time(14, 36, 9, 520908), datetime.time(14, 36, 9, 978169), datetime.time(14, 36, 10, 428564), datetime.time(14, 36, 11, 180894), datetime.time(14, 36, 11, 636240), datetime.time(14, 36, 12, 86339), datetime.time(14, 36, 12, 537655), datetime.time(14, 36, 12, 987824), datetime.time(14, 36, 13, 443392), datetime.time(14, 36, 13, 895725), datetime.time(14, 36, 14, 346152)]","[157, 155, 154, 154, 156, 154, 154, 156, 156, 158, 157, 155, 154]","[-8, -7, -7, -7, -9, -4, -3, -10, -7, -9, -4, 0, -2]","[8, 6, 7, 7, 8, 7, 8, 9, 8, 11, 6, 8, 8]",2021-06-04,14:36:14.667544
14:52:13.597550,2021-06-04,"[63, 60, 53, 56]","[datetime.time(14, 52, 18, 83508), datetime.time(14, 52, 18, 546625), datetime.time(14, 52, 18, 995675), datetime.time(14, 52, 19, 444270), datetime.time(14, 52, 20, 194857), datetime.time(14, 52, 20, 945599), datetime.time(14, 52, 21, 698550)]","[-176, -175, -178, 160, 153, 170, 165]","[16, 16, 15, 0, 5, 0, 5]","[175, 175, 175, -3, -1, 0, -1]",2021-06-04,14:52:22.322790
14:52:36.580318,2021-06-04,"[46, 48, 53, 48, 54, 53, 46, 46, 46, 41, 49, 50, 48, 48, 46, 51, 50, 44]","[datetime.time(14, 52, 40, 977892), datetime.time(14, 52, 41, 794876), datetime.time(14, 52, 42, 548263), datetime.time(14, 52, 43, 305544), datetime.time(14, 52, 44, 56910), datetime.time(14, 52, 44, 809659), datetime.time(14, 52, 45, 564556), datetime.time(14, 52, 46, 317110), datetime.time(14, 52, 47, 68873), datetime.time(14, 52, 47, 820029), datetime.time(14, 52, 48, 576716), datetime.time(14, 52, 49, 331243), datetime.time(14, 52, 50, 82992), datetime.time(14, 52, 50, 837298), datetime.time(14, 52, 51, 592784), datetime.time(14, 52, 52, 344591)]","[174, 173, 171, 170, 170, 170, 172, 171, 171, 169, 168, 166, 166, 169, 170, 172]","[16, 8, 6, 4, -9, -8, -13, -13, -11, 0, 6, 2, 6, 0, -2, -3]","[-7, -4, -3, -2, 0, 1, 2, 2, 0, -2, -2, -1, -2, 0, 0, 0]",2021-06-04,14:52:53.716878
14:56:03.788713,2021-06-04,"[44, 48, 48, 53, 49, 52, 46, 46, 49, 46, 46, 49, 55, 48]","[datetime.time(14, 56, 8, 676444), datetime.time(14, 56, 9, 667257), datetime.time(14, 56, 10, 426197), datetime.time(14, 56, 11, 178902), datetime.time(14, 56, 11, 937893), datetime.time(14, 56, 12, 697269), datetime.time(14, 56, 13, 457190), datetime.time(14, 56, 14, 216712), datetime.time(14, 56, 14, 973803), datetime.time(14, 56, 15, 731024), datetime.time(14, 56, 16, 788240), datetime.time(14, 56, 17, 545258), datetime.time(14, 56, 18, 303136)]","[172, 170, 173, 171, 175, 174, 173, 173, 172, 173, 172, 174, 172]","[15, 0, 8, -2, 18, 10, -6, -6, -9, -11, -7, -9, -6]","[-12, -6, -7, 1, 2, 3, 5, 4, 4, 5, 3, 4, 3]",2021-06-04,14:56:18.929266
14:56:30.463024,2021-06-04,"[48, 51, 50, 50, 49, 52, 48, 51, 48, 54, 55, 53, 54, 55]","[datetime.time(14, 56, 34, 780536), datetime.time(14, 56, 35, 585802), datetime.time(14, 56, 36, 52895), datetime.time(14, 56, 36, 507957), datetime.time(14, 56, 37, 265493), datetime.time(14, 56, 38, 23087), datetime.time(14, 56, 38, 779972), datetime.time(14, 56, 39, 536723), datetime.time(14, 56, 40, 292267), datetime.time(14, 56, 41, 49046), datetime.time(14, 56, 41, 807071), datetime.time(14, 56, 42, 564694), datetime.time(14, 56, 43, 319886), datetime.time(14, 56, 44, 80892), datetime.time(14, 56, 44, 843010), datetime.time(14, 56, 45, 596535)]","[170, 172, 169, 170, 170, 168, 169, 171, 172, -172, 170, 170, 170, -172, 170, 169]","[12, 10, 10, 12, 12, 2, -2, -9, -9, -25, -4, -3, -3, -23, 0, -2]","[0, 1, 1, 0, 0, 2, 3, 4, 4, 179, 3, 2, 2, 179, 2, 2]",2021-06-04,14:56:46.223098
